52.9235,-1.47423,2014-04-12T00:00:00,122
52.9235,-1.47423,2014-04-12T01:00:00,95
52.9235,-1.47423,2014-04-12T02:00:00,101
52.9235,-1.47423,2014-04-12T03:00:00,57
52.9235,-1.47423,2014-04-12T04:00:00,43
52.9235,-1.47423,2014-04-12T05:00:00,46
52.9235,-1.47423,2014-04-12T06:00:00,92
52.9235,-1.47423,2014-04-12T07:00:00,184
52.9235,-1.47423,2014-04-12T08:00:00,317
52.9235,-1.47423,2014-04-12T09:00:00,415
52.9235,-1.47423,2014-04-12T10:00:00,488
52.9235,-1.47423,2014-04-12T11:00:00,629
52.9235,-1.47423,2014-04-12T12:00:00,633
52.9235,-1.47423,2014-04-12T13:00:00,635
52.9235,-1.47423,2014-04-12T14:00:00,810
52.9235,-1.47423,2014-04-12T15:00:00,687
52.9235,-1.47423,2014-04-12T16:00:00,691
52.9235,-1.47423,2014-04-12T17:00:00,838
52.9235,-1.47423,2014-04-12T18:00:00,616
52.9235,-1.47423,2014-04-12T19:00:00,508
52.9235,-1.47423,2014-04-12T20:00:00,369
52.9235,-1.47423,2014-04-12T21:00:00,326
52.9235,-1.47423,2014-04-12T22:00:00,306
52.9235,-1.47423,2014-04-12T23:00:00,251
52.92320569547514,-1.473409244041477,2014-04-12T00:00:00,69
52.92320569547514,-1.473409244041477,2014-04-12T01:00:00,48
52.92320569547514,-1.473409244041477,2014-04-12T02:00:00,50
52.92320569547514,-1.473409244041477,2014-04-12T03:00:00,32
52.92320569547514,-1.473409244041477,2014-04-12T04:00:00,22
52.92320569547514,-1.473409244041477,2014-04-12T05:00:00,28
52.92320569547514,-1.473409244041477,2014-04-12T06:00:00,51
52.92320569547514,-1.473409244041477,2014-04-12T07:00:00,98
52.92320569547514,-1.473409244041477,2014-04-12T08:00:00,168
52.92320569547514,-1.473409244041477,2014-04-12T09:00:00,254
52.92320569547514,-1.473409244041477,2014-04-12T10:00:00,297
52.92320569547514,-1.473409244041477,2014-04-12T11:00:00,310
52.92320569547514,-1.473409244041477,2014-04-12T12:00:00,388
52.92320569547514,-1.473409244041477,2014-04-12T13:00:00,371
52.92320569547514,-1.473409244041477,2014-04-12T14:00:00,496
52.92320569547514,-1.473409244041477,2014-04-12T15:00:00,375
52.92320569547514,-1.473409244041477,2014-04-12T16:00:00,414
52.92320569547514,-1.473409244041477,2014-04-12T17:00:00,477
52.92320569547514,-1.473409244041477,2014-04-12T18:00:00,359
52.92320569547514,-1.473409244041477,2014-04-12T19:00:00,295
52.92320569547514,-1.473409244041477,2014-04-12T20:00:00,198
52.92320569547514,-1.473409244041477,2014-04-12T21:00:00,194
52.92320569547514,-1.473409244041477,2014-04-12T22:00:00,135
52.92320569547514,-1.473409244041477,2014-04-12T23:00:00,99
52.92311190570071,-1.476053902130161,2014-04-12T00:00:00,353
52.92311190570071,-1.476053902130161,2014-04-12T01:00:00,329
52.92311190570071,-1.476053902130161,2014-04-12T02:00:00,208
52.92311190570071,-1.476053902130161,2014-04-12T03:00:00,167
52.92311190570071,-1.476053902130161,2014-04-12T04:00:00,71
52.92311190570071,-1.476053902130161,2014-04-12T05:00:00,24
52.92311190570071,-1.476053902130161,2014-04-12T06:00:00,22
52.92311190570071,-1.476053902130161,2014-04-12T07:00:00,37
52.92311190570071,-1.476053902130161,2014-04-12T08:00:00,132
52.92311190570071,-1.476053902130161,2014-04-12T09:00:00,202
52.92311190570071,-1.476053902130161,2014-04-12T10:00:00,271
52.92311190570071,-1.476053902130161,2014-04-12T11:00:00,412
52.92311190570071,-1.476053902130161,2014-04-12T12:00:00,495
52.92311190570071,-1.476053902130161,2014-04-12T13:00:00,533
52.92311190570071,-1.476053902130161,2014-04-12T14:00:00,525
52.92311190570071,-1.476053902130161,2014-04-12T15:00:00,495
52.92311190570071,-1.476053902130161,2014-04-12T16:00:00,490
52.92311190570071,-1.476053902130161,2014-04-12T17:00:00,506
52.92311190570071,-1.476053902130161,2014-04-12T18:00:00,554
52.92311190570071,-1.476053902130161,2014-04-12T19:00:00,573
52.92311190570071,-1.476053902130161,2014-04-12T20:00:00,567
52.92311190570071,-1.476053902130161,2014-04-12T21:00:00,546
52.92311190570071,-1.476053902130161,2014-04-12T22:00:00,595
52.92311190570071,-1.476053902130161,2014-04-12T23:00:00,594
52.92299547673255,-1.4733180489349706,2014-04-12T00:00:00,110
52.92299547673255,-1.4733180489349706,2014-04-12T01:00:00,83
52.92299547673255,-1.4733180489349706,2014-04-12T02:00:00,75
52.92299547673255,-1.4733180489349706,2014-04-12T03:00:00,56
52.92299547673255,-1.4733180489349706,2014-04-12T04:00:00,32
52.92299547673255,-1.4733180489349706,2014-04-12T05:00:00,34
52.92299547673255,-1.4733180489349706,2014-04-12T06:00:00,42
52.92299547673255,-1.4733180489349706,2014-04-12T07:00:00,91
52.92299547673255,-1.4733180489349706,2014-04-12T08:00:00,175
52.92299547673255,-1.4733180489349706,2014-04-12T09:00:00,245
52.92299547673255,-1.4733180489349706,2014-04-12T10:00:00,279
52.92299547673255,-1.4733180489349706,2014-04-12T11:00:00,385
52.92299547673255,-1.4733180489349706,2014-04-12T12:00:00,466
52.92299547673255,-1.4733180489349706,2014-04-12T13:00:00,471
52.92299547673255,-1.4733180489349706,2014-04-12T14:00:00,508
52.92299547673255,-1.4733180489349706,2014-04-12T15:00:00,420
52.92299547673255,-1.4733180489349706,2014-04-12T16:00:00,424
52.92299547673255,-1.4733180489349706,2014-04-12T17:00:00,527
52.92299547673255,-1.4733180489349706,2014-04-12T18:00:00,373
