00:18:0a:be:3e:51,52.9234216,-1.4791702
00:18:0a:15:67:c0,52.9229289844085,-1.48002790985629
00:18:0a:77:6a:19,52.9243942,-1.48371020000002
00:18:0a:a1:db:b0,37.4180951010362,-122.098531723022
00:18:0a:21:e5:19, 54.07100000000000000000, -2.78400000000000000000
00:18:0a:15:22:20,52.9229079624459,-1.48006411967799
00:18:0a:a5:66:b0,52.7720317651998,-1.37741088867188
00:18:0a:15:aa:30,52.9219134123395,-1.4724129717797
00:18:0a:21:8a:5a, 51.51200000000000000000, -0.09229140000000000000
00:18:0a:15:ba:f0,52.9229516234339,-1.48005070863292
00:18:0a:04:16:a0,52.92561949661,-1.47562747355551
00:18:0a:07:45:bc,52.9233211356285,-1.47377025336027
00:18:0a:04:5d:a4,52.9234011294427,-1.47727849893272
00:18:0a:13:1e:e0,52.925872634283,-1.47574435919523
00:18:0a:14:de:f0,52.9229297929454,-1.47996621904895
00:18:0a:15:22:40,52.9228885575482,-1.48003327427432
00:18:0a:be:2b:e4,52.9234216,-1.4791702
00:18:0a:a5:4a:00,52.9312579443423,-0.850067138671875
00:18:0a:be:61:b8,52.9235506,-1.4757922
00:18:0a:04:4c:4a,52.9224761129816,-1.47225203923881
00:18:0a:15:5f:b0,52.922091294249,-1.47220912389457
00:18:0a:15:98:e0,52.921780808986,-1.4725739043206
00:18:0a:27:cf:e2,52.9242450096986,-1.48389682872221
00:18:0a:04:16:5e,52.9224577369305,-1.47219902763027
00:18:0a:15:3c:50,52.9228608145934,-1.47996605141088
00:18:0a:04:5d:52,52.9230777170296,-1.47612514905632
00:18:0a:15:90:f0,52.9259670560183,-1.47578345029615
00:18:0a:ca:0b:63,52.9243942,-1.48371020000002
00:18:0a:15:b2:40,52.9229491978246,-1.47996621904895
00:18:0a:15:2e:b0,52.9229127,-1.47997950000001
00:18:0a:21:e5:2b, 51.51650000000000000000, -0.14138600000000000000
00:18:0a:13:b6:90,52.9242379731148,-1.48360128977401
00:18:0a:14:f9:d0,52.9261578569001,-1.47603021352552
00:18:0a:14:f4:c0,52.9229411124593,-1.48000645218417
00:18:0a:15:47:c0,52.9243383043324,-1.48343236651272
00:18:0a:15:da:d0,52.9261760476182,-1.4758565404918
00:18:0a:a5:32:b0,52.9312579443423,-1.02584838867188
00:18:0a:21:8d:14, 51.51382400000000000000, -0.12296200000000000000
00:18:0a:be:22:c8,52.9234216,-1.4791702
00:18:0a:04:5d:42,52.9232641595273,-1.4734460413456
00:18:0a:15:67:60,52.9229322185557,-1.47993537364528
00:18:0a:15:d6:10,52.9222626564997,-1.47199454717338
00:18:0a:a5:a8:b0,52.8782474407977,-1.20162963867188
00:18:0a:be:6a:00,52.9234216,-1.4791702
00:18:0a:15:bb:a0,52.9229710283033,-1.47999706445262
00:18:0a:02:8b:10,52.9233406161319,-1.47416265215725
00:18:0a:32:90:b4, 51.52550000000000000000, -0.08837790000000000000
00:18:0a:21:e5:29, 51.51190000000000000000, -0.09238800000000000000
00:18:0a:21:e5:26, 51.52290000000000000000, -0.10197400000000000000
00:18:0a:13:bd:60,52.9242695050864,-1.48358787872894
00:18:0a:04:22:10,52.9312579443423,-0.850067138671875
00:18:0a:04:4b:1c,52.9229289844085,-1.47338676033542
00:18:0a:15:25:b0,52.9228837063224,-1.47996487794444
00:18:0a:ca:08:7d,52.9234216,-1.4791702
00:18:0a:be:1e:3a,52.9229127,-1.47997950000001
00:18:0a:15:58:b0,52.9224309355148,-1.47579250471608
00:18:0a:04:5d:78,52.923405803745,-1.47357826586813
