00:18:0a:02:86:24,52.9243383295983,-1.48329289164394
00:18:0a:04:6d:c4,52.9242428241889,-1.48336793758972
00:18:0a:14:e2:b0,52.9229653685506,-1.48002522764727
00:18:0a:be:4d:d8,52.9234216,-1.4791702
00:18:0a:15:d7:20,52.9229734539113,-1.48008021293208
00:18:0a:be:69:2c,52.9234216,-1.4791702
00:18:0a:22:56:92, 51.51370000000000000000, -0.14247400000000000000
00:18:0a:be:1d:66,52.9234216,-1.4791702
00:18:0a:21:ba:b7, 51.51200000000000000000, -0.09229140000000000000
00:18:0a:be:2d:8c,52.9234216,-1.4791702
00:18:0a:a5:4d:b0,52.9312579443423,-1.02584838867188
00:18:0a:15:dc:00,52.9261725736969,-1.47586841136217
00:18:0a:be:66:46,52.9234216,-1.4791702
00:18:0a:be:5b:ec,52.9255435,-1.47721100000001
00:18:0a:be:5d:c9,52.922589,-1.47586330000001
00:18:0a:04:5d:94,52.9236123568707,-1.47397468797863
00:18:0a:04:5d:96,52.9235458809815,-1.47541585145518
00:18:0a:be:67:b9,52.9255435,-1.47721100000001
00:18:0a:27:c5:1a,52.9221559783985,-1.47253635339439
00:18:0a:22:56:86, 51.51370000000000000000, -0.14247400000000000000
00:18:0a:15:65:90,52.9229160478173,-1.4799045282416
00:18:0a:13:b2:50,52.92428082425,-1.48336257317169
00:18:0a:be:1d:d0,52.8812803,-1.54749519999996
00:18:0a:15:0d:70,52.9229948043098,-1.48003287613392
00:18:0a:a1:9f:60,52.9233466364758,-1.47375448785169
00:18:0a:be:4d:04,52.9234216,-1.4791702
00:18:0a:31:02:e4, 52.92267330000000000000, -1.47935810000000000000
00:18:0a:ca:3d:13,52.9234216,-1.4791702
00:18:0a:15:28:30,52.9229039197595,-1.47993537364528
00:18:0a:14:f8:e0,52.922926558798,-1.48008289514109
00:18:0a:33:2e:f2, 51.52210000000000000000, -0.10446200000000000000
00:18:0a:32:d9:02, 51.52550000000000000000, -0.08837790000000000000
00:18:0a:15:e6:c0,52.9261279432581,-1.47613346809521
00:18:0a:15:b9:30,52.9261770203161,-1.47583890706301
00:18:0a:15:25:90,52.922874812407,-1.47999572334811
00:18:0a:be:2a:07,52.9229127,-1.47997950000001
00:18:0a:14:fc:50,52.925773026677,-1.47570164292119
00:18:0a:be:63:2b,52.9234216,-1.4791702
00:18:0a:21:e2:44, 51.51382400000000000000, -0.12296200000000000000
00:18:0a:be:27:21,52.9234537,-1.47421669999994
00:18:0a:15:65:c0,52.9229103880574,-1.48000913439319
